schidkn,pscore,classid,cs,female,nwhite,n
33,27.43977,9700,26,1,1,1
34,26.65198,10000,19,0,0,1
20,33.34951,5800,21,1,1,1
25,28.6705,7200,17,1,0,1
67,46.48531,20000,18,0,0,1
21,23.4668,6100,23,0,0,1
65,23.4668,19200,12,1,0,1
61,41.20136,18061,17,0,0,1
24,43.3989,6921,14,0,1,1
53,16.88038,15600,15,0,1,1
66,20.45445,19757,24,0,0,1
20,32.20753,5800,21,1,1,1
15,19.59025,4211,12,1,1,1
56,22.39272,16647,21,0,0,1
41,41.20136,12040,13,1,0,1
42,27.65815,12400,23,0,0,1
66,43.3989,19565,14,0,0,1
15,28.6705,4211,12,1,1,1
18,20.45445,5300,22,1,1,1
46,49.13346,13700,23,1,0,1
57,36.82482,17000,20,0,1,1
6,42.25075,1600,13,1,0,1
64,18.78161,19055,21,1,0,1
26,34.55322,7500,17,0,1,1
43,20.45445,12700,22,0,0,1
34,15.86803,10100,20,1,0,1
25,21.38655,7400,27,0,1,1
66,19.59025,19757,24,1,0,1
3,25.57174,702,16,0,0,1
76,24.51618,22669,24,1,0,1
58,49.13346,17350,22,1,0,1
53,23.4668,15800,22,0,1,1
42,31.06556,12400,23,0,0,1
60,26.65198,17759,15,0,0,1
19,18.13964,5416,16,0,1,1
2,23.4668,600,19,1,0,1
32,23.4668,9536,22,0,1,1
48,26.65198,14200,22,0,0,1
60,24.51618,17800,25,0,1,1
16,25.57174,4513,17,1,1,1
10,18.13964,3000,22,0,0,1
32,25.57174,9500,24,1,1,1
73,34.55322,21600,15,1,0,1
71,21.38655,21071,17,1,0,1
26,61.29396,7600,17,0,1,1
4,15.86803,1200,24,0,0,1
24,19.02202,7000,21,0,1,1
39,27.71338,11600,19,1,0,1
39,19.65165,11437,12,0,0,1
28,27.71338,8233,23,0,1,1
63,29.7998,18751,22,0,0,1
62,27.71338,18400,24,1,0,1
20,33.2072,5900,21,1,1,1
48,21.73189,14300,21,1,0,1
55,25.60844,16345,22,0,0,1
61,25.60844,18061,17,0,0,1
37,51.2751,10900,25,1,1,1
17,22.59609,4900,24,1,1,1
19,27.71338,5416,16,1,1,1
37,37.83683,11039,24,1,0,1
68,46.7998,20168,16,0,1,1
5,45.54053,1500,21,1,0,1
49,37.83683,14600,20,0,0,1
56,34.34918,16551,16,0,1,1
66,57.33683,19758,22,0,0,1
46,20.28128,13500,17,1,0,1
66,26.65782,19600,21,1,0,1
43,27.71338,12800,23,1,0,1
57,48.62695,17000,20,1,0,1
18,29.7998,5200,24,1,1,1
65,37.83683,19400,19,0,0,1
79,37.83683,23300,22,1,0,1
35,33.2072,10400,25,1,0,1
34,34.34918,10100,20,0,0,1
3,52.08992,800,22,0,1,1
25,31.97881,7300,22,0,0,1
34,34.34918,9900,15,0,0,1
15,30.81214,4300,19,0,1,1
70,34.34918,20800,24,1,0,1
8,27.71338,2205,16,0,0,1
12,35.49115,3600,23,1,0,1
7,33.2072,1904,14,0,1,1
3,37.83683,903,24,0,0,1
21,18.52202,6100,23,1,0,1
66,63.17634,19758,22,0,0,1
18,19.65165,5216,25,1,1,1
40,41.1393,11900,23,0,0,1
33,48.62695,9630,16,1,1,1
70,30.81214,20962,23,0,0,1
64,31.72305,19100,23,0,0,1
80,27.71338,23600,21,1,0,1
17,33.2072,4814,16,0,0,1
67,29.7998,19900,17,0,0,1
35,33.2072,10300,24,0,0,1
9,46.7998,2712,21,0,0,1
39,44.39239,11600,19,0,0,1
8,42.22572,2400,23,1,0,1
9,58.55906,2712,21,1,0,1
27,56.75041,7900,25,1,1,1
70,33.2072,20961,24,1,0,1
55,43.34301,16346,23,0,0,1
3,37.83683,702,16,1,1,1
57,17.21955,16852,13,0,0,1
9,56.75041,2611,22,1,0,1
43,52.08992,12800,23,1,0,1
23,31.72305,6800,23,1,1,1
55,23.52819,16345,22,0,0,1
10,36.69486,3000,22,1,1,1
61,25.60844,18200,22,1,0,1
11,60.94794,3200,22,1,0,1
1,46.7998,201,20,0,0,1
46,37.83683,13700,23,0,0,1
16,31.97881,4714,26,0,1,1
63,46.7998,18854,22,1,0,1
6,36.69486,1800,23,0,0,1
3,47.7998,800,22,1,0,1
48,40.11461,14145,13,0,0,1
76,38.96646,22579,17,0,0,1
9,49.55906,2713,21,1,1,1
42,31.72305,12500,24,0,0,1
37,44.39239,11039,24,1,1,1
33,25.60844,9630,16,1,1,1
27,59.11461,8032,25,0,1,1
66,34.34918,19600,21,0,0,1
26,41.1393,7600,17,1,1,1
19,25.60844,5618,26,0,1,1
17,31.72305,4900,24,1,0,1
76,44.39239,22579,17,1,0,1
70,34.34918,20770,16,1,0,1
51,44.39239,15142,22,1,0,1
74,44.39239,22100,25,0,1,1
44,29.7998,13100,23,0,0,1
29,50.46646,8600,19,0,1,1
25,35.49115,7400,27,1,1,1
10,30.81214,3000,22,1,0,1
33,31.72305,9700,26,1,1,1
22,20.28128,6423,22,1,1,1
48,38.96646,14340,23,0,0,1
29,51.2751,8600,19,1,1,1
39,29.7998,11500,20,1,0,1
6,42.22572,1800,23,0,0,1
34,17.21955,9900,15,1,0,1
16,18.00967,4715,25,0,1,1
46,52.08992,13500,17,1,1,1
59,23.52819,17500,17,1,1,1
45,24.53436,13200,15,0,1,1
32,20.92325,9536,22,0,1,1
27,42.22572,7929,26,1,1,1
66,37.83683,19565,14,0,0,1
47,20.28128,13900,24,0,0,1
70,41.1393,20800,24,0,0,1
6,23.52819,1700,18,1,0,1
56,43.34301,16648,23,0,0,1
10,36.69486,2900,19,0,0,1
3,48.62695,903,24,1,0,1
33,19.65165,9700,26,0,1,1
33,52.94177,9600,15,1,1,1
2,23.52819,500,19,0,1,1
80,31.97881,23500,21,0,0,1
76,20.28128,22668,22,0,0,1
36,54.61461,10600,23,1,0,1
75,17.21955,22400,22,0,0,1
79,18.00967,23181,14,1,0,1
34,46.7998,9931,15,1,0,1
26,36.69486,7500,17,1,1,1
32,57.96646,9329,16,1,1,1
57,24.53436,17000,20,1,0,1
53,26.65782,15600,15,1,1,1
61,25.60844,18100,20,1,0,1
37,22.59609,10834,16,1,0,1
22,35.49115,6526,22,1,1,1
76,31.97881,22669,24,0,0,1
53,19.02202,15800,22,1,0,1
50,47.7998,14747,16,1,0,1
43,31.72305,12600,15,1,0,1
19,64.42943,5617,22,1,1,1
6,34.34918,1700,18,1,0,1
39,36.69486,11600,19,1,0,1
64,23.52819,19100,23,0,0,1
61,30.81214,18060,13,1,0,1
19,26.65782,5617,22,1,1,1
23,31.72305,6619,16,1,1,1
63,46.7998,18854,22,0,1,1
55,31.97881,16345,22,1,0,1
45,20.92325,13200,15,0,1,1
31,33.2072,9200,19,1,1,1
80,23.52819,23400,13,0,0,1
33,19.65165,9837,27,0,1,1
4,30.81214,1200,24,0,0,1
63,31.97881,18751,22,1,0,1
48,35.49115,14145,13,1,0,1
10,35.49115,2800,13,0,0,1
28,35.49115,8334,22,0,1,1
24,23.52819,7000,21,1,1,1
34,44.39239,10100,20,1,0,1
47,20.28128,13800,14,1,0,1
4,29.7998,1200,24,0,0,1
62,31.72305,18500,23,0,0,1
34,41.1393,10100,20,0,0,1
55,35.49115,16200,13,0,0,1
54,37.83683,16100,22,0,0,1
37,29.7998,11000,27,0,0,1
42,52.08992,12400,23,1,0,1
8,22.59609,2206,17,0,0,1
12,24.53436,3500,21,0,0,1
70,27.71338,20961,24,0,0,1
55,25.60844,16346,23,0,0,1
51,52.08992,15049,17,0,0,1
22,44.39239,6526,22,1,1,1
5,21.73189,1500,21,1,0,1
12,43.34301,3500,21,1,0,1
33,47.7998,9630,16,1,1,1
49,49.55906,14600,20,1,0,1
46,38.96646,13600,24,1,0,1
27,45.54053,7824,14,0,1,1
8,45.54053,2205,16,1,0,1
66,25.60844,19566,14,1,0,1
8,40.11461,2309,25,1,0,1
65,43.34301,19300,16,0,0,1
57,30.81214,16853,12,0,0,1
32,31.97881,9329,16,1,1,1
9,50.46646,2507,13,1,0,1
61,20.92325,18200,22,1,0,1
4,27.71338,1100,23,0,0,1
60,43.34301,17800,25,1,0,1
10,37.83683,3000,22,0,0,1
71,20.28128,21072,16,0,0,1
64,35.49115,19055,21,0,0,1
54,54.61461,16100,22,0,0,1
57,38.96646,16852,13,1,0,1
3,28.79362,702,16,0,0,1
33,22.59609,9837,27,1,1,1
3,50.46646,702,16,1,0,1
15,21.73189,4210,13,0,1,1
51,37.83683,15142,22,0,0,1
36,50.46646,10700,24,1,0,1
5,28.79362,1300,16,0,0,1
38,46.7998,11100,13,0,0,1
33,25.60844,9838,27,1,1,1
55,40.11461,16346,23,1,0,1
54,47.7998,16100,22,0,0,1
74,49.55906,22000,24,1,0,1
71,20.28128,21071,17,1,0,1
72,26.65782,21374,14,0,0,1
33,38.96646,9600,15,1,1,1
33,36.69486,9837,27,1,1,1
74,31.97881,21976,16,0,0,1
74,30.81214,22100,25,1,0,1
32,19.65165,9500,24,0,1,1
55,31.97881,16346,23,1,0,1
3,27.71338,902,23,1,0,1
42,47.7998,12400,23,1,1,1
70,25.60844,20962,23,1,0,1
75,17.56523,22367,24,0,0,1
70,21.73189,20961,24,1,0,1
14,41.1393,4100,21,1,1,1
50,43.34301,14900,22,1,0,1
48,49.55906,14300,21,1,0,1
76,25.60844,22578,17,0,0,1
58,27.71338,17349,24,1,1,1
47,21.73189,14000,26,0,0,1
42,31.72305,12500,24,1,1,1
20,43.34301,5919,21,0,1,1
71,26.65782,21200,24,1,0,1
64,38.96646,19056,19,0,1,1
54,40.11461,16100,22,1,0,1
76,31.97881,22578,17,1,0,1
69,33.2072,20500,22,1,0,1
29,35.49115,8500,21,0,1,1
73,35.49115,21800,22,1,0,1
36,51.2751,10532,13,1,0,1
28,27.71338,8127,15,1,1,1
29,33.2072,8400,16,1,1,1
14,20.92325,4000,13,0,1,1
37,45.54053,10900,25,1,0,1
62,28.79362,18300,17,0,0,1
33,45.54053,9837,27,1,1,1
36,44.39239,10700,24,1,0,1
18,19.65165,5216,25,1,1,1
70,34.34918,20962,23,1,0,1
76,28.79362,22668,22,0,0,1
58,40.11461,17349,24,0,0,1
72,21.73189,21373,14,0,0,1
35,34.34918,10400,25,0,0,1
55,22.59609,16346,23,0,0,1
64,65.04053,19100,23,0,0,1
26,43.34301,7600,17,1,1,1
78,25.60844,22900,24,1,0,1
8,20.28128,2206,17,0,0,1
60,31.97881,17800,25,1,0,1
38,35.49115,11100,13,0,0,1
71,40.11461,21100,24,0,0,1
50,37.83683,14800,24,0,0,1
48,26.65782,14340,23,0,0,1
24,39.96022,6922,14,1,1,1
60,25.65158,17800,25,0,0,1
76,26.65775,22668,22,0,0,1
45,44.34911,13400,24,0,1,1
78,26.65775,23000,23,0,0,1
19,48.92318,5617,22,0,1,1
42,35.96982,12300,17,0,0,1
15,61.238,4400,15,1,1,1
73,41.08985,21600,15,0,0,1
78,31.92318,22800,14,1,0,1
24,27.73182,7000,21,1,1,1
46,39.96022,13600,24,1,0,1
37,28.78121,10834,16,0,0,1
51,39.96022,15000,16,0,0,1
23,47.66393,6620,15,1,1,1
37,45.46639,11039,24,0,0,1
16,20.13306,4600,26,1,1,1
9,62.63306,2712,21,1,0,1
20,41.08985,5900,21,0,1,1
20,38.81824,5900,21,0,1,1
5,32.93553,1400,24,1,0,1
74,47.66393,21976,16,1,0,1
53,52.58985,15600,15,0,0,1
55,36.47256,16200,13,0,0,1
28,44.34911,8233,23,0,1,1
43,38.81824,12600,15,1,0,1
36,46.51578,10533,14,1,0,1
6,27.73182,1800,23,0,0,1
28,35.33059,8335,23,1,1,1
56,24.71948,16648,23,1,0,1
68,30.91701,20168,16,1,1,1
61,23.04664,18200,22,0,0,1
22,38.81824,6526,22,0,1,1
46,46.51578,13500,17,1,0,1
8,30.91701,2206,17,1,0,1
62,35.33059,18300,17,1,0,1
55,21.77503,16345,22,1,0,1
78,39.96022,23000,23,1,1,1
48,41.08985,14300,21,0,0,1
76,34.1022,22700,23,0,0,1
73,41.08985,21800,22,0,0,1
8,42.238,2309,25,0,0,1
16,30.91701,4715,25,0,1,1
62,43.26269,18500,23,1,0,1
24,38.81824,7100,18,0,1,1
25,23.85528,7300,22,0,0,1
28,27.73182,8125,17,0,1,1
8,23.04664,2400,23,1,0,1
30,41.08985,8700,17,1,1,1
2,30.91701,600,19,0,0,1
9,50.75034,2611,22,0,0,1
62,36.47256,18500,23,0,0,1
47,25.65158,14000,26,1,0,1
61,20.6454,18200,22,0,0,1
60,48.92318,17800,25,0,0,1
63,55.06516,18853,21,0,0,1
2,23.04664,400,16,1,0,1
63,41.08985,18854,22,0,0,1
24,48.92318,6921,14,1,1,1
66,47.66393,19565,14,1,0,1
69,35.33059,20400,14,0,0,1
53,21.77503,15700,23,1,1,1
76,43.26269,22669,24,0,0,1
26,51.68244,7600,17,1,1,1
8,47.66393,2309,25,0,0,1
19,29.83676,5500,26,1,1,1
80,47.66393,23600,21,1,0,1
69,37.61454,20400,14,0,0,1
8,35.33059,2205,16,1,0,1
9,63.07133,2712,21,1,0,1
66,45.46639,19566,14,0,0,1
43,44.34911,12700,22,0,0,1
25,34.1022,7300,22,1,0,1
43,23.85528,12700,22,0,0,1
78,31.92318,23000,23,0,0,1
61,48.92318,18100,20,0,0,1
66,20.6454,19600,21,0,0,1
47,37.61454,13800,14,0,0,1
36,61.81207,10532,13,0,0,1
26,38.81824,7600,17,0,1,1
74,34.1022,22100,25,0,0,1
20,49.92318,5700,17,1,1,1
22,26.65775,6525,20,1,1,1
55,31.92318,16400,21,0,0,1
55,41.08985,16400,21,1,0,1
68,55.94788,20260,22,0,0,1
27,32.93553,7929,26,0,1,1
37,32.93553,10834,16,0,0,1
70,49.92318,20770,16,1,0,1
9,56.738,2712,21,0,1,1
71,47.66393,21071,17,1,0,1
23,35.96982,6800,23,0,1,1
20,30.91701,5900,21,1,1,1
79,30.91701,23300,22,0,0,1
22,37.61454,6525,20,0,1,1
6,39.96022,1700,18,0,0,1
40,29.83676,11900,23,1,0,1
68,30.91701,20260,22,0,1,1
4,39.96022,1000,13,1,0,1
23,35.33059,6728,23,1,1,1
28,45.46639,8100,15,1,1,1
2,25.65158,600,19,0,1,1
64,51.68244,19056,19,1,0,1
57,37.61454,16852,13,0,0,1
40,47.66393,11900,23,0,0,1
76,44.34911,22668,22,1,0,1
36,54.2133,10600,23,0,0,1
17,28.78121,4800,15,1,0,1
63,41.08985,18751,22,0,1,1
70,26.65775,20800,24,0,0,1
35,36.47256,10200,17,0,0,1
42,35.96982,12500,24,0,0,1
78,28.78121,23000,23,0,0,1
22,54.2133,6424,22,1,1,1
43,42.238,12700,22,1,0,1
74,47.66393,22000,24,0,0,1
33,34.1022,9837,27,0,1,1
43,38.81824,12800,23,1,0,1
6,31.92318,1600,13,1,0,1
66,58.2133,19758,22,0,0,1
63,38.81824,18751,22,0,0,1
35,29.83676,10400,25,0,0,1
37,35.33059,11000,27,0,1,1
14,29.83676,4000,13,0,1,1
38,50.75034,11200,17,0,0,1
44,31.92318,12944,17,0,1,1
55,41.08985,16400,21,1,0,1
28,45.46639,8335,23,0,1,1
3,30.91701,800,22,1,0,1
36,58.8738,10533,14,0,0,1
9,53.39849,2712,21,0,0,1
19,47.66393,5416,16,1,1,1
13,38.81824,3900,22,0,0,1
63,36.47256,18751,22,0,0,1
68,63.57133,20300,27,1,0,1
74,32.93553,22100,25,1,0,1
37,35.96982,10834,16,1,1,1
11,61.238,3200,22,0,0,1
43,55.94788,12643,14,0,0,1
68,46.51578,20300,27,1,0,1
68,30.91701,20300,27,0,1,1
70,36.47256,20800,24,0,0,1
10,36.47256,3000,22,1,0,1
42,56.738,12500,24,0,0,1
15,25.65158,4400,15,1,1,1
44,31.92318,13100,23,0,1,1
53,28.78121,15800,22,1,0,1
70,41.08985,20962,23,0,0,1
3,57.45405,903,24,0,0,1
36,41.08985,10600,23,0,0,1
7,29.83676,1904,14,0,0,1
19,36.47256,5415,17,0,1,1
36,39.96022,10600,23,0,0,1
28,45.46639,8233,23,0,1,1
72,43.26269,21464,22,0,0,1
32,24.71948,9500,24,0,1,1
14,35.33059,4000,13,1,1,1
27,42.238,7824,14,1,1,1
33,34.1022,9837,27,1,1,1
5,26.65775,1500,21,1,0,1
44,41.08985,13100,23,1,1,1
66,43.26269,19758,22,1,0,1
37,32.93553,11000,27,1,1,1
43,23.85528,12600,15,0,0,1
76,58.2133,22669,24,1,0,1
8,35.33059,2308,24,1,0,1
42,19.00343,12500,24,1,0,1
61,39.96022,18061,17,1,0,1
4,32.93553,1000,13,0,0,1
73,45.46639,21675,13,0,0,1
37,43.26269,11039,24,0,0,1
4,30.91701,1100,23,1,0,1
43,25.65158,12600,15,0,0,1
59,36.47256,17600,17,1,1,1
75,37.61454,22366,23,0,0,1
57,21.1454,16900,19,0,0,1
29,35.33059,8500,21,0,1,1
43,35.33059,12800,23,0,0,1
16,31.92318,4600,26,0,1,1
2,34.1022,500,19,0,0,1
58,34.1022,17350,22,0,1,1
5,49.92318,1300,16,0,0,1
26,27.73182,7700,20,0,1,1
33,30.91701,9600,15,1,1,1
28,42.238,8200,24,0,1,1
31,47.66393,9200,19,0,1,1
49,45.46639,14400,16,1,0,1
76,29.83676,22700,23,0,0,1
51,39.96022,15142,22,0,0,1
26,32.93553,7700,20,1,1,1
19,27.73182,5618,26,1,1,1
58,57.45405,17200,23,0,0,1
47,39.96022,14000,26,1,0,1
38,39.96022,11200,17,1,0,1
73,32.93553,21600,15,0,0,1
33,35.96982,9700,26,0,1,1
12,30.91701,3600,23,0,0,1
66,42.238,19600,21,1,0,1
8,29.83676,2308,24,0,0,1
63,46.51578,18751,22,0,0,1
51,48.92318,15141,25,0,0,1
27,41.08985,8031,25,0,1,1
64,37.61454,19055,21,1,0,1
48,34.1022,14146,12,1,0,1
65,45.46639,19400,19,1,0,1
61,43.26269,18060,13,1,0,1
2,21.77503,500,19,1,1,1
73,36.47256,21800,22,1,1,1
15,27.73182,4211,12,0,1,1
59,43.26269,17456,13,0,0,1
27,62.63306,7929,26,1,1,1
34,29.83676,9900,15,1,0,1
8,41.08985,2309,25,1,0,1
51,38.81824,15243,24,0,0,1
44,29.83676,13100,23,0,1,1
33,34.1022,9630,16,0,1,1
49,24.71948,14500,22,0,0,1
71,29.83676,21071,17,0,0,1
71,26.65775,21200,24,0,0,1
36,49.92318,10600,23,0,0,1
27,62.63306,7900,25,1,1,1
76,54.2133,22668,22,1,0,1
28,48.92318,8334,22,0,1,1
20,47.66393,5900,21,1,1,1
3,37.61454,902,23,0,0,1
28,43.26269,8200,24,0,1,1
45,55.06516,13300,24,1,1,1
1,66.37997,200,20,0,0,1
11,54.2133,3300,22,0,1,1
18,52.94674,5200,24,1,1,1
42,41.01464,12342,16,1,0,1
62,53.87884,18400,24,0,0,1
64,46.54551,19100,23,0,0,1
53,29.92822,15700,23,1,1,1
31,34.11958,9100,21,1,1,1
60,53.87884,17758,16,0,0,1
56,37.52699,16550,15,1,0,1
28,48.71217,8126,15,0,1,1
41,43.28625,12100,19,1,0,1
67,25.24304,19900,17,1,0,1
41,52.11958,12040,13,1,0,1
59,60.4097,17456,13,1,0,1
66,43.28625,19600,21,1,0,1
69,49.86032,20600,23,0,0,1
72,47.66279,21373,14,0,0,1
35,22.32946,10200,17,0,1,1
29,38.66896,8500,21,1,1,1
9,63.43439,2611,22,1,0,1
57,54.78625,16900,19,0,0,1
56,32.03316,16648,23,1,1,1
42,39.81094,12342,16,0,1,1
66,52.94674,19565,14,0,0,1
37,39.81094,10900,25,0,0,1
4,54.78625,1100,23,1,0,1
8,61.0702,2400,23,0,0,1
7,30.9776,2005,24,0,0,1
57,34.11958,16900,19,0,0,1
29,28.85415,8500,21,0,1,1
64,36.29859,19100,23,0,0,1
18,36.29859,5100,16,1,1,1
34,46.54551,10100,20,0,0,1
10,37.52699,3000,22,0,0,1
60,32.03316,17900,21,0,0,1
57,36.29859,17000,20,0,0,1
75,39.81094,22366,23,1,0,1
9,64.82945,2509,12,1,0,1
23,28.85415,6727,21,1,1,1
32,28.85415,9536,22,1,1,1
2,28.85415,400,16,1,1,1
79,48.71217,23181,14,1,0,1
56,44.43439,16551,16,0,0,1
71,42.15662,21071,17,0,0,1
54,56.4097,16000,21,0,0,1
22,35.13193,6525,20,1,1,1
75,32.03316,22367,24,0,0,1
57,26.91588,16853,12,0,0,1
5,25.24304,1500,21,0,0,1
1,52.94674,201,20,1,0,1
57,43.28625,16900,19,0,1,1
20,42.15662,5919,21,1,1,1
34,51.11958,10000,19,1,0,1
47,21.88501,13800,14,1,0,1
19,53.87884,5617,22,0,1,1
51,49.86032,15243,24,0,0,1
20,47.66279,5919,21,1,1,1
22,61.65662,6526,22,1,1,1
3,54.78625,701,15,0,0,1
66,49.86032,19566,14,0,0,1
72,43.28625,21374,14,1,0,1
57,30.9776,17000,20,0,0,1
11,47.66279,3300,22,0,0,1
39,30.9776,11600,19,1,0,1
41,51.11958,12200,22,0,0,1
68,46.54551,20300,27,1,0,1
75,32.03316,22366,23,1,0,1
32,60.4097,9328,16,0,1,1
70,44.43439,20800,24,0,0,1
9,55.59489,2610,21,0,0,1
21,26.05168,6100,23,0,1,1
34,51.11958,9931,15,0,0,1
34,46.54551,9931,15,0,0,1
50,47.66279,14800,24,1,0,1
79,36.29859,23300,22,0,0,1
22,36.29859,6423,22,1,1,1
16,30.9776,4600,26,0,1,1
24,26.91588,7000,21,1,1,1
18,26.05168,5300,22,0,1,1
27,64.46526,7930,27,0,1,1
8,44.43439,2206,17,1,0,1
68,49.86032,20300,27,1,0,1
54,52.94674,16000,21,0,0,1
25,29.92822,7200,17,1,0,1
35,22.32946,10400,25,1,1,1
31,45.45909,9000,15,1,1,1
9,52.94674,2508,13,0,0,1
26,38.66896,7700,20,1,1,1
12,52.94674,3600,23,0,0,1
32,52.11958,9329,16,0,1,1
16,26.91588,4512,17,1,1,1
37,46.54551,10835,16,1,0,1
64,34.11958,19100,23,0,0,1
66,49.86032,19566,14,0,0,1
19,53.87884,5415,17,0,1,1
28,54.78625,8127,15,1,1,1
60,32.03316,17900,21,0,0,1
20,41.01464,5800,21,1,1,1
26,47.66279,7600,17,1,1,1
1,49.86032,300,20,1,0,1
34,49.86032,9931,15,1,0,1
13,42.15662,3900,22,1,0,1
14,25.24304,4100,21,0,1,1
53,37.52699,15800,22,1,0,1
40,52.11958,11900,23,1,0,1
27,43.28625,7824,14,0,1,1
1,37.52699,300,20,1,0,1
75,52.94674,22367,24,1,0,1
71,30.9776,21100,24,0,0,1
12,46.54551,3600,23,1,0,1
65,53.87884,19400,19,1,0,1
33,40.36262,9700,26,0,1,1
14,49.86032,4000,13,0,1,1
57,43.28625,16853,12,0,1,1
48,40.36262,14340,23,0,0,1
49,34.11958,14500,22,0,0,1
15,44.43439,4210,13,0,1,1
22,58.93439,6424,22,0,1,1
36,45.45909,10700,24,0,0,1
50,46.54551,14900,22,1,0,1
25,29.92822,7400,27,0,0,1
49,42.15662,14600,20,1,0,1
2,29.92822,500,19,0,0,1
60,37.52699,17800,25,1,0,1
7,52.94674,2004,23,1,0,1
29,33.11341,8600,19,0,1,1
19,68.57637,5617,22,1,1,1
37,41.01464,11039,24,1,1,1
59,54.78625,17600,17,1,0,1
24,36.29859,7000,21,1,1,1
76,38.66896,22669,24,1,0,1
27,41.01464,7823,14,0,1,1
29,51.11958,8600,19,0,1,1
15,37.52699,4400,15,1,1,1
20,51.11958,5900,21,1,1,1
48,42.15662,14146,12,0,0,1
28,37.52699,8200,24,0,1,1
53,27.84797,15800,22,1,0,1
14,38.66896,4000,13,1,1,1
39,30.9776,11600,19,0,0,1
33,46.54551,9838,27,0,1,1
37,30.9776,10835,16,0,1,1
36,54.78625,10700,24,1,0,1
49,43.28625,14600,20,1,0,1
48,52.11958,14300,21,1,0,1
75,36.29859,22366,23,1,0,1
44,33.11341,13100,23,0,1,1
65,57.26155,19400,19,0,0,1
24,38.66896,6922,14,0,1,1
51,64.00847,15049,17,1,0,1
22,38.66896,6424,22,1,1,1
78,24.60106,22900,24,0,0,1
39,48.71217,11500,20,1,0,1
27,51.11958,7929,26,0,1,1
75,35.13193,22400,22,0,0,1
4,34.11958,1200,24,0,0,1
40,47.66279,11900,23,1,0,1
7,58.93439,2106,24,1,0,1
53,39.81094,15700,23,1,1,1
70,44.43439,20962,23,0,0,1
22,46.54551,6526,22,1,1,1
16,39.81094,4715,25,0,1,1
61,44.43439,18100,20,0,0,1
39,58.14427,11600,19,1,0,1
23,30.9776,6620,15,0,1,1
59,52.11958,17456,13,1,0,1
42,40.36262,12300,17,0,0,1
68,47.66279,20259,24,1,0,1
78,41.01464,22800,14,1,0,1
14,43.28625,4100,21,0,1,1
35,26.91588,10300,24,0,0,1
65,57.26155,19400,19,0,0,1
40,52.94674,11739,12,1,0,1
64,58.93439,19055,21,1,0,1
28,57.26155,8335,23,0,1,1
71,30.9776,21200,24,0,0,1
71,35.13193,21072,16,0,0,1
66,41.01464,19565,14,0,0,1
62,38.66896,18300,17,0,0,1
22,46.54551,6317,15,0,1,1
2,29.92822,600,19,0,0,1
68,32.03316,20168,16,1,1,1
51,48.71217,15243,24,0,0,1
47,52.94674,14000,26,1,0,1
50,37.52699,14800,24,1,0,1
34,37.52699,9900,15,0,0,1
75,44.43439,22367,24,0,0,1
22,26.91588,6525,20,0,1,1
14,38.66896,4100,21,1,1,1
73,34.11958,21600,15,0,0,1
25,53.87884,7300,22,0,0,1
44,29.92822,13100,23,0,1,1
1,47.66279,300,20,0,1,1
47,36.29859,13900,24,1,0,1
42,41.01464,12400,23,0,0,1
8,35.13193,2400,23,0,0,1
67,40.36262,19900,17,0,0,1
2,26.91588,600,19,0,0,1
74,38.66896,22000,24,1,0,1
58,30.9776,17200,23,0,0,1
26,27.84797,7700,20,0,1,1
25,35.13193,7200,17,0,1,1
49,34.11958,14400,16,0,0,1
52,59.65044,15400,20,0,0,1
8,37.52699,2206,17,1,0,1
22,20.48378,6422,20,0,1,1
28,52.94674,8233,23,0,1,1
4,46.54551,1000,13,1,0,1
23,38.66896,6620,15,1,1,1
39,54.78625,11436,12,1,0,1
28,37.52699,8233,23,1,1,1
27,33.11341,7930,27,1,1,1
8,43.28625,2308,24,0,0,1
40,46.54551,11900,23,0,0,1
14,32.03316,4100,21,1,1,1
64,58.14427,19055,21,1,1,1
39,30.9776,11500,20,0,0,1
61,60.4097,18200,22,1,0,1
34,44.43439,9931,15,1,0,1
74,57.26155,22000,24,0,0,1
22,37.52699,6525,20,1,1,1
46,46.54551,13600,24,0,0,1
28,49.86032,8334,22,0,1,1
8,30.9776,2206,17,0,0,1
9,46.54551,2611,22,0,0,1
8,37.52699,2205,16,1,0,1
24,44.43439,7000,21,1,1,1
31,43.28625,9000,15,0,1,1
4,39.81094,1100,23,0,0,1
56,28.85415,16648,23,1,0,1
24,46.54551,6922,14,1,1,1
33,43.28625,9630,16,0,1,1
79,36.29859,23200,22,0,0,1
14,32.03316,4000,13,1,1,1
3,25.24304,902,23,1,0,1
16,30.9776,4714,26,0,1,1
9,60.4097,2712,21,0,0,1
43,46.54551,12700,22,1,0,1
18,39.81094,5300,22,1,1,1
40,62.28625,11900,23,1,0,1
48,30.9776,14300,21,1,0,1
15,36.29859,4300,19,0,1,1
40,62.28625,11739,12,1,0,1
8,39.81094,2308,24,0,0,1
78,30.9776,22900,24,0,0,1
28,62.28625,8200,24,1,1,1
48,42.15662,14340,23,1,0,1
26,30.9776,7500,17,1,1,1
75,39.81094,22200,16,1,0,1
4,48.71217,1100,23,0,0,1
74,33.11341,21976,16,0,0,1
66,34.11958,19758,22,1,0,1
8,32.03316,2205,16,1,0,1
41,51.11958,12200,22,0,1,1
33,45.45909,9837,27,1,1,1
34,47.66279,10000,19,0,0,1
